,Pts,Gm1,Gm2,Set1,Set2,Serving,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
3530,15-0,2,4,0,0,ND,6,fn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3531,30-0,2,4,0,0,ND,4,f39,s2,f+3,sn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3532,30-15,2,4,0,0,ND,"6n,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3533,30-30,2,4,0,0,ND,6,b38,b3,b1,f2,f+3,m3,o2,f2,f3,b3,b2,b1,f2,fx#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3534,30-40,2,4,0,0,ND,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3535,40-40,2,4,0,0,ND,"6d,",6,f27,f1,f2,b3,b2,b1,f2,f1,f1,f3,b1,f2,f+3,b2,z1,l3,p3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3536,40-AD,2,4,0,0,ND,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3537,40-40,2,4,0,0,ND,"4n,",6,f28,b2,b2,b3,b2,b1,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3538,AD-40,2,4,0,0,ND,6,f29,f3,b3,b1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3539,40-40,2,4,0,0,ND,"6d,",6,b38,b3,s3,f3,s2,j1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3540,40-AD,2,4,0,0,ND,"6d,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3541,0-0,2,5,0,0,AR,4,f29,b2,f1,fn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3542,0-15,2,5,0,0,AR,"6n,",5,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3543,15-15,2,5,0,0,AR,"4w,",5,f18,r2,f+3,s1,vn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3544,30-15,2,5,0,0,AR,"6d,",5,b28,f3,b2,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3545,40-15,2,5,0,0,AR,"6d,",5,b29,bd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3546,40-30,2,5,0,0,AR,6,f28,f1,f2,b3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3547,0-0,0,0,0,1,ND,"6d,",c5,f28,b2,f1,f2,f1,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3548,0-15,0,0,0,1,ND,4,b29,b2,f1,fd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3549,0-30,0,0,0,1,ND,4,f17,f2,b3,b1,f3,b3,b3,b2,b3,b3,s2,f2,r3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3550,15-30,0,0,0,1,ND,4,b38,b3,sd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3551,30-30,0,0,0,1,ND,4,f38,b3,s3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3552,40-30,0,0,0,1,ND,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3553,0-0,1,0,0,1,AR,"c6w,",6,b28,f3,b3,b2,b2,b3,b3,b3,b3,b2,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3554,0-15,1,0,0,1,AR,"4n,",5,b38,b1,f1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3555,0-30,1,0,0,1,AR,"4n,",6,b38,b2,f3,b3,b3,b3,b3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3556,0-40,1,0,0,1,AR,6,f27,f2,f1,f1,f2,b2,b+3,b2,v1,f2,v^3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3557,0-0,2,0,0,1,ND,4,f27,f1,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3558,0-15,2,0,0,1,ND,4,b39,b1,fw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3559,15-15,2,0,0,1,ND,4,f39,b2,s2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3560,15-30,2,0,0,1,ND,"6n,",5,b28,b3,b!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3561,30-30,2,0,0,1,ND,"4w,",5,f28,f1,f3,b3,b3,b;3,s3,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3562,30-40,2,0,0,1,ND,5,b18,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3563,0-0,2,1,0,1,AR,"6d,",6,b27,f3,b3,f1,f2,f1,f1,f2,f2,f1,f1,f3,bd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3564,15-0,2,1,0,1,AR,6,fn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3565,30-0,2,1,0,1,AR,"4x,",6,f38,b1,f1,f3,s3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3566,40-0,2,1,0,1,AR,"4n,",6,f39,sw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3567,40-15,2,1,0,1,AR,4,f29,b;1,f3,b1,v^3,y3,md#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3568,0-0,2,2,0,1,ND,"6d,",4,f28,b3,b1,f2,f1,f1,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3569,0-15,2,2,0,1,ND,"4x,",6,f28,f1,fn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3570,15-15,2,2,0,1,ND,6,bw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3571,30-15,2,2,0,1,ND,"4w,",5,b38,b3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3572,40-15,2,2,0,1,ND,"6n,",6,b29,f1,r1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3573,0-0,3,2,0,1,AR,6,b28,f3,b3,f3,b1,fd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3574,0-15,3,2,0,1,AR,4,s18,f1,f2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3575,15-15,3,2,0,1,AR,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3576,30-15,3,2,0,1,AR,6,f28,f3,b2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3577,40-15,3,2,0,1,AR,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3578,0-0,3,3,0,1,ND,4,r27,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3579,15-0,3,3,0,1,ND,"6d,",5,b38,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3580,15-15,3,3,0,1,ND,6,b38,b3,b2,f1,f3,b3,b3,b2,f2,f1,f2,b3,b;2,s3,f3,b3,b2,y1,fd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3581,30-15,3,3,0,1,ND,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3582,40-15,3,3,0,1,ND,6,b17,f3,s2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3583,0-0,4,3,0,1,AR,4,f29,b1,f1,f3,bd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3584,15-0,4,3,0,1,AR,6,f28,f1,f3,b1,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3585,30-0,4,3,0,1,AR,"6n,",6,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3586,40-0,4,3,0,1,AR,4,b37,b2,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3587,0-0,4,4,0,1,ND,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3588,15-0,4,4,0,1,ND,6,f28,f1,f;3,b2,b3,b2,f1,f1,f1,f3,b2,b3,b1,f1,f2,f2,b3,bw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3589,15-15,4,4,0,1,ND,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3590,30-15,4,4,0,1,ND,5,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3591,40-15,4,4,0,1,ND,"4d,",6,b17,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3592,40-30,4,4,0,1,ND,4,b37,f2,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3593,40-40,4,4,0,1,ND,"6d,",4,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3594,AD-40,4,4,0,1,ND,6,f28,f2,b2,f1,f2,f3,s2,f1,fx#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3595,0-0,5,4,0,1,AR,4,f28,b3,b2,b3,b1,rn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3596,0-15,5,4,0,1,AR,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3597,15-15,5,4,0,1,AR,4,f18,f2,b2,f1,f2,b2,f2,b2,f2,b3,b3,f3,f3,b3,y1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3598,30-15,5,4,0,1,AR,6,f29,f3,f2,b3,b3,b3,b2,f3,bx#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3599,40-15,5,4,0,1,AR,"6w,",6,b19,rn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,40-30,5,4,0,1,AR,4,b37,b+1,f1,h#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3601,40-40,5,4,0,1,AR,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3602,AD-40,5,4,0,1,AR,6,f27,f2,f3,b3,b2,b3,b3,s1,f1,f3,s3,s3,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3603,40-40,5,4,0,1,AR,5,b28,f2,b3,b3,b2,f1,f2,f3,b3,f2,f1,f2,f3,s2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3604,AD-40,5,4,0,1,AR,"6w,",4,b38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3605,40-40,5,4,0,1,AR,6,s27,f2,f2,b3,b2,b2,b3,b2,s2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3606,AD-40,5,4,0,1,AR,"4n,",5,b28,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3607,40-40,5,4,0,1,AR,"6n,",5,b27,b1,f2,f2,f1,f2,f2,b2,s1,f3,b3,b2,b1,r2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3608,40-AD,5,4,0,1,AR,6,fd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3609,40-40,5,4,0,1,AR,4,f17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3610,40-AD,5,4,0,1,AR,c6,f28,f3,b3,b2,f1,f;2,f3,b3,b3,f1,r1,f1,r2,f3,b3,f3,y3,s1,l2,o3,b3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3611,40-40,5,4,0,1,AR,6,b27,f3,b2,b2,f3,f2,b3,b2,b1,f3,bw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,AD-40,5,4,0,1,AR,4,b27,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3613,0-0,5,5,0,1,ND,"4x,",6,f38,b2,f2,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3614,0-15,5,5,0,1,ND,"4n,",6w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3615,0-30,5,5,0,1,ND,4,f39,b3,s2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3616,15-30,5,5,0,1,ND,"4n,",6,f28,b3,s3,f3,b3,b1,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3617,30-30,5,5,0,1,ND,4,f28,f3,b3,b2,b2,f1,f3,b3,f3,bd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3618,30-40,5,5,0,1,ND,4,s28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3619,40-40,5,5,0,1,ND,6,b28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3620,AD-40,5,5,0,1,ND,6,fw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3621,0-0,6,5,0,1,AR,4,fn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3622,15-0,6,5,0,1,AR,"6n,",5,f29,f3,b3,b2,f2,b3,y1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3623,15-15,6,5,0,1,AR,c4,f29,f+1,f3,k2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3624,15-30,6,5,0,1,AR,6,fd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3625,30-30,6,5,0,1,AR,6,b38,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3626,30-40,6,5,0,1,AR,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3627,40-40,6,5,0,1,AR,c4,f29,f1,f3,b2,b2,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3628,40-AD,6,5,0,1,AR,"6w,",4,b28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3629,40-40,6,5,0,1,AR,"4x,",6,f27,f2,f2,f1,f1,f2,f3,s3,f3,s2,f+1,ld#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3630,40-AD,6,5,0,1,AR,4,s28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3631,40-40,6,5,0,1,AR,4,f27,f3,b1,f2,f2,f3,b1,f1,fd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3632,AD-40,6,5,0,1,AR,"6n,",4,b27,b2,b2,f3,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3633,0-0,6,6,0,1,ND,6,bw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3634,0-1,6,6,0,1,AR,4,b38,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3635,0-2,6,6,0,1,AR,5,f29,b1,f3,b1,f2,b2,f3,b3,b3,b2,s3,b1,f1,r2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3636,3-0,6,6,0,1,ND,"4n,",5,b29,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3637,3-1,6,6,0,1,ND,"4d,",6,f28,f2,f3,b2,f1,f1,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3638,1-4,6,6,0,1,AR,"4n,",5,b38,b2,f1,f3,s2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3639,2-4,6,6,0,1,AR,"6w,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3640,5-2,6,6,0,1,ND,"6n,",5,b27,b3,b2,f3,s3,f1,f2,f2,b2,b1,f2,b2,b3,b3,b3,y1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3641,5-3,6,6,0,1,ND,"6n,",6,f27,f1,f2,f1,r3,f+1,ld#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3642,3-6,6,6,0,1,AR,6,f29,f1,fn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3643,4-6,6,6,0,1,AR,6,s37,b+3,b1,v1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3644,0-0,0,0,1,1,AR,"4n,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3645,0-15,0,0,1,1,AR,"c6n,",4,b38,b2,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3646,15-15,0,0,1,1,AR,"c4n,",6,b28,b3,b3,s3,f1,rn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3647,15-30,0,0,1,1,AR,"4w,",4,b28,b2,b3,b3,b2,f3,b3,b1,f2,f2,f3,b3,b3,b2,b3,b3,f3,s1,f1,f3,b3,bn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3648,15-40,0,0,1,1,AR,4,fn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3649,30-40,0,0,1,1,AR,"6n,",4,b27,u2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3650,40-40,0,0,1,1,AR,6,b39,b2,f1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3651,AD-40,0,0,1,1,AR,"6w,",4,b38,b3,y3,s1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3652,0-0,0,1,1,1,ND,"6n,",6,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3653,15-0,0,1,1,1,ND,4,b27,b1,f2,f2,f3,b2,b2,b3,b1,fd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3654,15-15,0,1,1,1,ND,"6d,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3655,15-30,0,1,1,1,ND,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3656,30-30,0,1,1,1,ND,4,f18,f2,f2,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3657,30-40,0,1,1,1,ND,4,b39,b2,f3,b3,b3,b;2,b+1,f1,h^2,b1,v3,zw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3658,0-0,0,2,1,1,AR,"4w,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3659,0-15,0,2,1,1,AR,6,fn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3660,15-15,0,2,1,1,AR,"4n,",6,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3661,30-15,0,2,1,1,AR,"4w,",4,bx#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3662,40-15,0,2,1,1,AR,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3663,0-0,0,3,1,1,ND,"4d,",6,f27,b3,b2,b1,f;2,y1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3664,0-15,0,3,1,1,ND,4,b37,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3665,15-15,0,3,1,1,ND,6,b27,f3,s2,j3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3666,15-30,0,3,1,1,ND,6,f28,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3667,15-40,0,3,1,1,ND,"4x,",4*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3668,30-40,0,3,1,1,ND,"6d,",5,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3669,0-0,0,4,1,1,AR,4,f29,b2,s3,s3,b3,b2,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3670,15-0,0,4,1,1,AR,6,f17,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3671,15-15,0,4,1,1,AR,"6n,",6w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3672,15-30,0,4,1,1,AR,4,b27,f+1,f2,v^3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3673,30-30,0,4,1,1,AR,6,b28,f1,fn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3674,40-30,0,4,1,1,AR,"4d,",4,b18,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3675,0-0,0,5,1,1,ND,4,f38,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3676,0-15,0,5,1,1,ND,4,bd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3677,15-15,0,5,1,1,ND,4+,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3678,15-30,0,5,1,1,ND,"4d,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3679,15-40,0,5,1,1,ND,4,fn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3680,30-40,0,5,1,1,ND,4,sd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3681,40-40,0,5,1,1,ND,6+,b27,id#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3682,40-AD,0,5,1,1,ND,6,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3683,0-0,0,0,0,0,ND,6,b17,f-29*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3684,15-0,0,0,0,0,ND,6,f37,f19,f29,f28,b28,f38,b38,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3685,15-15,0,0,0,0,ND,4,f17,f18,f29,f19,f19,f38,b28,b39,b38,b29,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3686,30-15,0,0,0,0,ND,"4n,",6,f29,f28,b38,b38,b18,f18,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3687,40-15,0,0,0,0,ND,"4n,",5,b29,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3688,40-30,0,0,0,0,ND,"4n,",4,b37,f28,f17,f18,f18,f38,s29,f+38,s2,v^37,s-19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3689,40-40,0,0,0,0,ND,"c6w,",5,b28,f18,f17,f18,f+38,m3,o38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3690,40-AD,0,0,0,0,ND,4+,b1,v17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3691,40-40,0,0,0,0,ND,4,f29,f38,b38,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
